1_hanzi,2_pinyin,3_meaningList,4_frequency,5_hsk_level,6_traditional
恭维,gōng wei,"to praise, to speak highly of, compliment, praise",143,7-9,恭維
恭喜,gōngxǐ,congratulate,3093,7-9,恭喜
拱,gǒng,"to cup one's hands in salute, to surround, to arch, to dig earth with the snout, arched",55,7-9,拱
共鸣,gòngmíng,"sympathy, fellow feeling, vibration, consonance, resonance, sympathetic response",119,7-9,共鳴
共识,gòngshì,"wavelength, common understanding, consensus",208,7-9,共識
共同体,gòngtóngtǐ,"community, integration",13,7-9,共同體
共性,gòng xìng,overall character,15,7-9,共性
供奉,gòng fèng,"to consecrate, to enshrine and worship, an offering (to one's ancestors), a sacrifice (to a God)",18,7-9,供奉
勾,goù,"surname Gou, to attract, to arouse, to tick, to strike out, to delineate, to collude, variant of 鉤|钩[gou1], hook, see 勾當|勾当[gou4 dang4]",343,7-9,勾
勾画,goū huà,"to sketch out, to delineate",24,7-9,勾畫
勾结,goū jié,"to collude with, to collaborate with, to gang up with",42,7-9,勾結
钩,goū,"to hook, to sew, to crochet, hook, check mark or tick, window catch",267,7-9,鉤
钩子,goū zi,hook,93,7-9,鉤子
构思,goù sī,"to design, to plot, to plan out, to compose, to draw a mental sketch, conception, plan, idea, composition",137,7-9,構思
构想,gòuxiǎng,proposition,63,7-9,構想
购,gòu,buy,184,7-9,購
够呛,goù qiàng,"unbearable, terrible, enough, unlikely",98,7-9,夠嗆
估算,gū suàn,"assessment, evaluation",41,7-9,估算
沽名钓誉,gū míng diào yù,"to angle for fame (idiom), to fish for compliments",4,7-9,沽名釣譽
孤单,gū dān,"lone, lonely, loneliness",616,7-9,孤單
孤立,gū lì,"isolate, isolated",136,7-9,孤立
孤零零,gū líng líng,"lone, isolated and without help, all alone, solitary",61,7-9,孤零零
孤陋寡闻,gū loù guǎ wén,"ignorant and inexperienced, ill-informed and narrow-minded",8,7-9,孤陋寡聞
辜负,gū fù,"to fail to live up (to expectations), unworthy (of trust), to let down, to betray (hopes), to disappoint",144,7-9,辜負
古董,gǔdǒng,"old fogey, curio, antique, virtu, vertu, bygone, bric-a-brac",295,7-9,古董
古怪,gǔ guài,"eccentric, grotesque, oddly, queer",918,7-9,古怪
古迹,gǔ jì,"places of historic interest, historical sites, CL:個|个[ge4]",26,7-9,古跡
古今中外,gǔ jīn zhōng wài,at all times and in all places (idiom),29516,7-9,古今中外
古朴,gǔ pǔ,"simple and unadorned (of art, architecture etc)",5,7-9,古樸
古人,gǔrén,"forefathers, our forefather, ancient, ancients, antiquity",120,7-9,古人
股份,gǔfèn,"equity, concern, share, stake, stock, interest",162,7-9,股份
股民,gǔ mín,"stock investor, share trader",4,7-9,股民
股市,gǔshì,"stock exchange, securities market, stock market, stock_market",71,7-9,股市
骨干,gǔ gàn,"diaphysis (long segment of a bone), fig. backbone",13,7-9,骨幹
骨气,gǔ qì,"unyielding character, courageous spirit, integrity, moral backbone",63,7-9,骨氣
骨折,gǔ zhé,"to suffer a fracture, (of a bone) to break, fracture",449,7-9,骨折
鼓动,gǔ dòng,"to agitate, to arouse, to instigate, to encite",49,7-9,鼓動
鼓舞,gǔwǔ,"inspire, hearten, dance for joy, rejoice",216,7-9,鼓舞
固然,gùrán,"conj.: though, although",25,7-9,固然
固执,gù zhí,"obstinate, stubborn",276,7-9,固執
故,gù,"conj.: hence, so, therefore, as a result",127,7-9,故
顾不得,gù bu de,"unable to change sth, unable to deal with",7,7-9,顧不得
顾不上,gù bu shàng,cannot attend to or manage,0,7-9,顧不上
顾及,gùjí,"study, give consideration to, consider, take into account, consult, attend to, allow_for",68,7-9,顧及
顾虑,gù lǜ,"misgivings, apprehensions",126,7-9,顧慮
顾全大局,gù quán dà jú,"to take the big picture into consideration (idiom), to work for the benefits of all",5,7-9,顧全大局
雇,gù,"to employ, to hire, to rent",1583,7-9,雇
雇佣,gù yōng,"to employ, to hire",576,7-9,雇傭
雇员,gù yuán,employee,429,7-9,雇員
雇主,gùzhǔ,"gaffer, beanfeast, master, governor, boss, employer, hirer",177,7-9,雇主
瓜分,guā fēn,"to partition, to divide up",17,7-9,瓜分
瓜子,guā zǐ,melon seeds,15,7-9,瓜子
刮风,guā fēng,to be windy,12,7-9,颳風
寡妇,guǎ fu,widow,285,7-9,寡婦
挂钩,guà goū,"hook (on which to hang sth), to couple, to link together, to establish contact with, hook, coupling links (e.g. between two railway coaches)",21,7-9,掛鉤
挂号,guà hào,"to register (at a hospital etc), to send by registered mail",10,7-9,掛號
挂念,guà niàn,concerned,70,7-9,掛念
挂失,guà shī,to report the loss of something,7,7-9,掛失
乖,guāi,"be at variance, well-behaved, obedient, oppose",1022,7-9,乖
乖巧,guāi qiǎo,"clever (child), smart, lovable, cute",16,7-9,乖巧
拐弯,guǎi wān,"to go round a curve, to turn a corner, fig. a new direction",47,7-9,拐彎
拐杖,guǎi zhàng,"crutches, crutch, walking stick",161,7-9,拐杖
怪不得,guài bu de,"no wonder!, so that's why!",282,7-9,怪不得
怪物,guài wu,"monster, freak, eccentric person",1446,7-9,怪物
怪异,guài yì,"monstrous, strange, strange phenomenon",626,7-9,怪異
关掉,guān diào,"to switch off, to shut off",1227,7-9,關掉
关节,guānjié,joint,180,7-9,關節
关税,guān shuì,"customs duty, tariff",13,7-9,關稅
关头,guān toú,"juncture, moment",120,7-9,關頭
关照,guān zhào,"to take care, to keep an eye on, to look after, to tell, to remind",272,7-9,關照
观测,guāncè,"observe, survey",44,7-9,觀測
观感,guān gǎn,"one's impressions, observations",7,7-9,觀感
观摩,guānmó,view and emulate,51,7-9,觀摩
观赏,guānshǎng,"enjoy sight of, see and enjoy",117,7-9,觀賞
观望,guānwàng,"straddle, pussyfoot, look on (from sidelines), swiver, hesitate, waver, look on, wait and see",40,7-9,觀望
官兵,guānbīng,"officers and men, government troops",16,7-9,官兵
官吏,guān lì,"bureaucrat, official",5,7-9,官吏
官僚,guānliáo,"bureaucrats, bureaucracy",78,7-9,官僚
官僚主义,guān liáo zhǔ yì,bureaucracy,35,7-9,官僚主義
官员,guānyuán,"beg, official, mandarinate, administrative official, office-bearer, officer, bureaucrat, placeman, federal agent, government officials, agent, officialism, functionary, director, officeholder, officialdom, myrmidon",433,7-9,官員
棺材,guān cai,"coffin, CL:具[ju4],口[kou3]",512,7-9,棺材
管家,guǎn jiā,"housekeeper, butler, manage one's household",306,7-9,管家
管教,guǎnjiào,"subject sb. to discipline, restrain and instruct",92,7-9,管教
管理费,guǎnlǐfèi,management fee,5,7-9,管理費
管辖,guǎn xiá,"to administer, to have jurisdiction (over)",121,7-9,管轄
管用,guǎn yòng,"efficacious, useful",851,7-9,管用
管子,guǎn zi,"Guanzi or Guan Zhong 管仲 (-645 BC), famous politician of Qi 齊國|齐国 of Spring and Autumn period, Guanzi, classical book containing writings of Guan Zhong and his school, tube, pipe, drinking straw, CL:根[gen1]",362,7-9,管子
贯彻,guànchè,"carry out, implement",22,7-9,貫徹
贯穿,guàn chuān,"to run through, a connecting thread from beginning to end, to link",69,7-9,貫穿
贯通,guàn tōng,"to link up, to thread together",6,7-9,貫通
惯,guàn,"accustomed to, used to, indulge, to spoil (a child)",150,7-9,慣
惯例,guànlì,"custom, pattern, practice, manner, tradition, routine, law, wont, habit, codex, ritual, convention, convenance, consuetude, usual practice, rule, use, observance, institution, modus operandi, precedent, conventionality, rite, praxis, natural law",141,7-9,慣例
惯性,guàn xìng,inertia,28,7-9,慣性
灌,guàn,"to irrigate, to pour, to install (software), to record (music)",347,7-9,灌
灌溉,guàngài,irrigate,31,7-9,灌溉
灌输,guàn shū,"to imbue with, to inculcate, to instill into, to teach, to impart, to channel water to another place",127,7-9,灌輸
罐,guàn,"can, jar, pot, variant of 罐[guan4]",742,7-9,鑵
罐头,guàntóu,"tin, can, canned goods",201,7-9,罐頭
光彩,guāng cǎi,"luster, splendor, radiance, brilliance",193,7-9,光彩
光碟,guāngdié,"compact disk, compact disc, CD ROM, compact_disk, CD",26,7-9,光碟
光顾,guāng gù,to visit (as a customer),117,7-9,光顧
光滑,guāng huá,"glossy, sleek, smooth",106,7-9,光滑
光环,guāng huán,"halo, ring of light",67,7-9,光環
光缆,guāng lǎn,optical cable,7,7-9,光纜
光芒,guāngmáng,"ray_of_light, rays of light, brilliant ray, radiance",256,7-9,光芒
光明磊落,guāng míng lěi luò,"open and candid (idiom), straightforward and upright",14,7-9,光明磊落
光泽,guāng zé,"Guangze county in Nanping 南平[Nan2 ping2] Fujian, luster, gloss",52,7-9,光澤
广义,guǎngyì,broad sense,7,7-9,廣義
归根到底,guī gēn dào dǐ,"after all, in the final analysis, ultimately",22,7-9,歸根到底
归还,guī huán,"to return sth, to revert",164,7-9,歸還
归结,guī jié,"to sum up, to conclude, in a nutshell, the end (of a story)",52,7-9,歸結
归来,guīlái,"come back, be back, return, go back to",224,7-9,歸來
归纳,guīnà,"sum up, conclude, induce",8,7-9,歸納
归属,guīshǔ,belong to,80,7-9,歸屬
归宿,guī sù,"place to return to, home, final destination, ending",107,7-9,歸宿
龟,guī,"tortoise, turtle",150,7-9,龜
规格,guīgé,"quality requirements, requirement, specification, standard, spec, criterion, measure, touchstone, specifications",47,7-9,規格
规矩,guījǔ,"rule, custom",1538,7-9,規矩
闺女,guī nǚ,"maiden, unmarried woman, daughter",25,7-9,閨女
瑰宝,guī bǎo,"gem, (fig.) rare and valuable item, gem, treasure",8,7-9,瑰寶
轨迹,guǐjī,"track, orbit, trail, locus",98,7-9,軌跡
柜台,guì tái,"sales counter, front desk, bar, (of markets, medicines etc) OTC (over-the-counter), variant of 櫃檯|柜台[gui4 tai2]",237,7-9,櫃臺
贵宾,guìbīn,"honored guest, VIP, visiting fireman, visitant, honoured guest, distinguished guest, visiting_fireman, honored/distinguished guest, honored",152,7-9,貴賓
贵重,guì zhòng,precious,116,7-9,貴重
贵族,guìzú,"baron, aristocratism, atheling, nobleman, jarl, grandee, raja, aristocracy, patrician, blue blood, lord, magnifico, noble, aristocrat, baronage, peer, mogul, nobility, patricianhood, peerage, sirdar, amir, nobles",416,7-9,貴族
桂花,guì huā,"osmanthus flowers, Osmanthus fragrans",1,7-9,桂花
滚动,gǔn dòng,"to roll, (to do sth) in a loop, to scroll (computing), to progressively expand (economics), to rumble (of thunder)",57,7-9,滾動
棍,gùn,"stick, rod, truncheon",244,7-9,棍
棍子,gùn zi,"stick, rod",269,7-9,棍子
国宝,guóbǎo,national treasure,22,7-9,國寶
国防,guófáng,"national defence, national defense",117,7-9,國防
国画,guóhuà,trad. Ch. painting,42030,7-9,國畫
国徽,guó huī,"national emblem, coat of arms",16490,7-9,國徽
国情,guó qíng,"current state of a country, national conditions, (US) State of the Union",7,7-9,國情
国土,guótǔ,"territorial dominion, state, country, colony, soil, nation, realm, soli, province, territory, mandate, dominion, land",340,7-9,國土
国学,guó xué,"Chinese national culture, studies of ancient Chinese civilization, the Imperial College (history)",1,7-9,國學
国有,guóyǒu,"belong to the state, nationalized, state-owned",19,7-9,國有
果断,guǒ duàn,"firm, decisive",47,7-9,果斷
果园,guǒyuán,"arbour, garden, orchard",60,7-9,果園
果真,guǒzhēn,"really, as expected",53,7-9,果真
裹,guǒ,"to bind, to wrap, a bundle, a parcel",253,7-9,裹
过半,guò bàn,"over fifty percent, more than half",18,7-9,過半
过不去,guò bu qù,"to make life difficult for, to embarrass, unable to make it through",203,7-9,過不去
过错,guò cuò,"mistake, fault, responsibility (for a fault)",278,7-9,過錯
过道,guò dào,"passageway, corridor, aisle",97,7-9,過道
过关,guòguān,"reach standard, pass a barrier, reach a standard, pass test, pass barrier, pass, go through ordeal, pass a test, go through an ordeal",65,7-9,過關
过奖,guò jiǎng,"to overpraise, to flatter",5,7-9,過獎
过节,guò jié,"to celebrate a festival, after the celebrations (i.e. once the festival is over)",162,7-9,過節
过境,guò jìng,"to pass through a country's territory, transit",40,7-9,過境
过滤,guò lǜ,"to filter, filter",113,7-9,過濾
过期,guò qī,"to be overdue, to exceed the time limit, to expire (as in expiration date)",171,7-9,過期
过日子,guòrìzi5,"live, get along, practice economy",175,7-9,過日子
过剩,guò shèng,"surplus, excess",41,7-9,過剩
过失,guò shī,"error, fault, (law) negligence, delinquency",228,7-9,過失
过头,guò toú,"to overdo it, to overstep the limit, excessively, above one's head, overhead",95,7-9,過頭
过往,guò wǎng,"to come and go, to have friendly relations with, in the past, previous",83,7-9,過往
过意不去,guò yì bù qù,to feel very apologetic,53,7-9,過意不去
过瘾,guò yǐn,"to satisfy a craving, to get a kick out of sth, gratifying, immensely enjoyable, satisfying, fulfilling",90,7-9,過癮
过硬,guò yìng,"to have perfect mastery of sth, to be up to the mark",11,7-9,過硬
过早,guò zǎo,"premature, untimely",84,7-9,過早
海岸,hǎiàn,"seashore, coastal, seaside, tidewater, seacoast, shore, coast, staith, rivage, seaboard, sea, beach",727,7-9,海岸
海拔,hǎibá,"natural elevation, ALT, height above sea level, altitude, sea_level, height, EL, above sea level, sea level, elevation",41,7-9,海拔
海滨,hǎi bīn,"shore, seaside",96,7-9,海濱
海盗,hǎi dào,pirate,941,7-9,海盜
海量,hǎi liàng,huge volume,8,7-9,海量
海绵,hǎi mián,"sponge (zoology), sponge (piece of absorbent material, either natural or made from plastic etc), foam rubber",122,7-9,海綿
海面,hǎimiàn,"offing, sea surface, offshore, sea level, rim",65,7-9,海面
海内外,hǎi nèi wài,"domestic and international, at home and abroad",1,7-9,海內外
海滩,hǎitān,"seabeach, seaside, sea beach, foreshore, beach",1109,7-9,海灘
海峡,hǎixiá,"narrow, channel, straits, gullet, sound, strait, gut",54,7-9,海峽
海啸,hǎi xiào,tsunami,45,7-9,海嘯
海域,hǎiyū,"water, waters, maritime space, sea area",48,7-9,海域
海运,hǎiyùn,"sea transportation, ocean shipping",12,7-9,海運
海藻,hǎi zǎo,"seaweed, marine alga, kelp",73,7-9,海藻
骇人听闻,hài rén tīng wén,"shocking, horrifying, atrocious, terrible",36,7-9,駭人聽聞
害虫,hài chóng,"injurious insect, pest",88,7-9,害蟲
害臊,hài sào,"to be bashful, to feel ashamed",40,7-9,害臊
害羞,hàixiū,"be shy, bashful, coy, be bashful, shy, blush",541,7-9,害羞
酣畅,hān chàng,"unrestrained, cheerful lack of inhibition, esp. for drinking or sleeping, to drink with abandon",1,7-9,酣暢
酣睡,hān shuì,"to sleep soundly, to fall into a deep sleep",4,7-9,酣睡
含糊,hán hu,"ambiguous, vague, careless, perfunctory",91,7-9,含糊
含蓄,hán xù,"to contain, to hold, (of a person or style etc) reserved, restrained, (of words, writings) full of hidden meaning, implicit, veiled (criticism)",26,7-9,含蓄
函授,hán shoù,to teach by correspondence,10,7-9,函授
涵盖,hángài,"cover, include",25,7-9,涵蓋
涵义,hán yì,"content, meaning, connotation, implication",25,7-9,涵義
罕见,hǎnjiàn,"rare, rarely seen",244,7-9,罕見
汗水,hàn shuǐ,"sweat, perspiration",71,7-9,汗水
旱,hàn,drought,9,7-9,旱
旱灾,hàn zāi,drought,7,7-9,旱災
捍卫,hàn wèi,"to defend, to uphold, to safeguard",133439,7-9,捍衛
焊,hàn,"to weld, to solder, variant of 焊[han4]",89,7-9,銲
行家,háng jiā,"connoisseur, expert, veteran",107,7-9,行家
行列,hángliè,"parade, procession, ranks, waiting line, cortege, promenade, row, single file, Indian file, column, queue, lineup, file, rank",116,7-9,行列
行情,hángqíng,"prices, quotation, (market) quotations, market, price, quotations",40,7-9,行情
航海,háng hǎi,"sailing, navigation, voyage by sea",110,7-9,航海
航天,háng tiān,space flight,73,7-9,航天
航天员,háng tiān yuán,astronaut,10,7-9,航天員
航行,hángxíng,"sail, fly",225,7-9,航行
航运,háng yùn,"shipping, transport",26,7-9,航運
毫不,háobù,"nohow, not at all, no, no more, none, nowise, nothing",441,7-9,毫不
毫不犹豫,háo bù yoú yù,without the slightest hesitation,109,7-9,毫不猶豫
毫无,háowú,completely lack,2114,7-9,毫無
豪华,háohuá,"luxurious, sumptuous",563,7-9,豪華
好比,hǎobǐ,"like, may be likened to, be just like, can be compared to",275,7-9,好比
好歹,hǎo dǎi,"good and bad, most unfortunate occurrence, in any case, whatever",111,7-9,好歹
好感,hǎo gǎn,"good opinion, favorable impression",187,7-9,好感
好坏,hǎo huài,"good or bad, good and bad, standard, quality",123,7-9,好壞
好家伙,hǎo jiā huo,"my God!, oh boy!, man!",180,7-9,好家伙
好评,hǎopíng,"reputation, high opinion, favorable comment, conceit, favorable review, esteem",69,7-9,好評
